EPS,SEDE,TIPOINTERRUPCION,TIPOSERVICIO,MOTIVOINTERRUPCION,FECHAINICIO,HORAINICIO,FECHAFIN,HORAFIN,DEPARTAMENTO,PROVINCIA,DISTRITO,NUMCONEXDOM,UNIDADESUSO,NUMCAMIONESPUNTOS,Cluster
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-15 14:30:00,14:30,2023-06-15 23:00:00,23:00,LIMA,LIMA,LA VICTORIA,16093.0,24936.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-15 14:05:00,14:05,2023-06-15 21:00:00,21:00,CALLAO,CALLAO,VENTANILLA,11734.0,13745.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-15 13:50:00,13:50,2023-06-15 19:00:00,19:00,LIMA,LIMA,RIMAC,3050.0,4544.0,0.0,1
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-15 13:30:00,13:30,2023-06-15 16:00:00,16:00,MOQUEGUA,ILO,ILO,1305.0,0.0,0.0,1
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-15 13:05:00,13:05,2023-06-15 20:00:00,20:00,LIMA,LIMA,BREÑA,24808.0,39521.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-15 13:05:00,13:05,2023-06-15 19:00:00,19:00,LIMA,LIMA,LIMA,1728.0,1884.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-15 13:05:00,13:05,2023-06-15 16:05:00,16:05,AREQUIPA,AREQUIPA,MIRAFLORES,3618.0,3618.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,MANTENIMIENTO DE REDES SECUNDARIAS,2023-06-15 09:00:00,09:00,2023-06-15 20:00:00,20:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1363.0,1697.0,0.0,1
EPS MOYOBAMBA,MOYOBAMBA,IMPREVISTA,AGUA POTABLE,OTROS,2023-06-14 11:00:00,11:00,2023-06-15 05:30:00,05:30,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,3387.0,3967.0,1.0,1
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-15 08:00:00,08:00,2023-06-15 12:30:00,12:30,MOQUEGUA,ILO,PACOCHA,2349.0,0.0,0.0,1
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-15 09:15:00,09:15,2023-06-15 12:00:00,12:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2990.0,4638.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,OTROS,2023-06-15 08:00:00,08:00,2023-06-15 12:00:00,12:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,870.0,870.0,0.0,1
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-15 05:00:00,05:00,2023-06-15 10:00:00,10:00,LIMA,LIMA,SAN MIGUEL,15307.0,25419.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2023-06-14 23:50:00,23:50,2023-06-15 04:30:00,04:30,CALLAO,CALLAO,CALLAO,2461.0,3636.0,0.0,1
EPS GRAU,PAITA,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2023-06-16 08:00:00,08:00,2023-06-16 16:00:00,16:00,PIURA,PAITA,PAITA,26000.0,0.0,1.0,1
EPS GRAU,PAITA,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2023-06-16 08:00:00,08:00,2023-06-16 16:00:00,16:00,PIURA,PAITA,PAITA,26000.0,0.0,1.0,1
SEDAPAL ,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-07-04 10:00:00,10:00,2023-07-04 21:00:00,21:00,LIMA,LIMA,MAGDALENA DEL MAR,253.0,625.0,0.0,1
SEDAPAL ,SURQUILLO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-06-22 12:00:00,12:00,2023-06-22 23:00:00,23:00,LIMA,LIMA,SANTIAGO DE SURCO,92.0,221.0,0.0,1
SEDAPAL ,SURQUILLO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-06-22 12:00:00,12:00,2023-06-22 23:00:00,23:00,LIMA,LIMA,SURQUILLO,174.0,418.0,0.0,1
SEDAPAL ,SURQUILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-22 05:00:00,05:00,2023-06-22 23:00:00,23:00,LIMA,LIMA,CHORRILLOS,3437.0,6187.0,1.0,1
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-14 20:10:00,20:10,2023-06-14 23:55:00,23:55,LIMA,LIMA,BREÑA,2164.0,2235.0,0.0,1
EMAPA CAÑETE,EMAPA CAÑETE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-14 19:00:00,19:00,2023-06-15 00:30:00,00:30,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,589.0,589.0,0.0,1
EMAPA CAÑETE,EMAPA CAÑETE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-14 19:00:00,19:00,2023-06-15 00:30:00,00:30,LIMA,CAÑETE,IMPERIAL,6073.0,6073.0,0.0,1
EPS EMAPA HUANCAVELICA,EMAPA HUANCAVELICA,PROGRAMADA,AGUA POTABLE,OTROS,2023-06-25 09:30:00,09:30,2023-06-26 04:30:00,04:30,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,11761.0,11761.0,2.0,1
EPS EMAPA HUANCAVELICA,EMAPA HUANCAVELICA,IMPREVISTA,ALCANTARILLADO,ROTURA DE TUBERÍA POR TERCERO,2023-06-14 15:00:00,15:00,2023-06-14 16:30:00,16:30,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,10.0,10.0,0.0,1
SEDA HUANUCO,HUANUCO,PROGRAMADA,AGUA POTABLE,OTROS,2023-06-09 23:00:00,23:00,2023-06-10 13:00:00,13:00,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,4012.0,4349.0,0.0,1
EPS GRAU,TALARA,IMPREVISTA,AGUA POTABLE,LINEA DE ADUCCION,2023-06-14 08:00:00,08:00,2023-06-15 20:30:00,20:30,PIURA,TALARA,,0.0,0.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-19 06:00:00,06:00,2023-06-19 20:00:00,20:00,AREQUIPA,AREQUIPA,CERRO COLORADO,15469.0,15805.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-14 16:40:00,16:40,2023-06-14 21:30:00,21:30,CALLAO,CALLAO,CALLAO,1890.0,2480.0,0.0,1
EPS GRAU,TALARA,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-16 06:00:00,06:00,2023-06-17 23:30:00,23:30,PIURA,TALARA,PARIÑAS,22000.0,0.0,1.0,1
EPS EMAPA HUANCAVELICA,EMAPA HUANCAVELICA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-14 01:00:00,01:00,2023-06-14 16:00:00,16:00,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,223.0,223.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-16 06:00:00,06:00,2023-06-16 20:00:00,20:00,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,3503.0,3591.0,0.0,1
EPS GRAU,PAITA,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-16 06:00:00,06:00,2023-06-17 22:00:00,22:00,PIURA,PAITA,PAITA,26000.0,0.0,1.0,1
EPS GRAU,PAITA,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-16 06:00:00,06:00,2023-06-17 22:00:00,22:00,PIURA,PAITA,PAITA,26000.0,0.0,1.0,1
EMUSAP ABANCAY,EMUSAP ABANCAY,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2023-06-15 09:00:00,09:00,2023-06-15 18:00:00,18:00,APURIMAC,ABANCAY,ABANCAY,50.0,0.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-14 15:20:00,15:20,2023-06-14 17:20:00,17:20,AREQUIPA,AREQUIPA,CERRO COLORADO,1563.0,1563.0,0.0,1
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-14 14:25:00,14:25,2023-06-14 23:00:00,23:00,LIMA,LIMA,JESUS MARIA,47890.0,79532.0,0.0,1
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-22 12:00:00,12:00,2023-06-22 20:00:00,20:00,LIMA,LIMA,LOS OLIVOS,2828.0,6039.0,0.0,1
EPS MUNICIPAL MANTARO,JAUJA,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-16 13:00:00,13:00,2023-06-16 20:00:00,20:00,JUNIN,JAUJA,,0.0,0.0,0.0,1
EMUSAP ABANCAY,EMUSAP ABANCAY,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2023-06-14 11:00:00,11:00,2023-06-14 14:00:00,14:00,APURIMAC,ABANCAY,ABANCAY,300.0,0.0,0.0,1
EPS SEMAPACH,SEMAPACH,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-16 08:00:00,08:00,2023-06-16 17:45:00,17:45,ICA,CHINCHA,,0.0,0.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-14 09:55:00,09:55,2023-06-14 18:00:00,18:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,8448.0,11892.0,0.0,1
EMAPA CAÑETE,EMAPA CAÑETE,PROGRAMADA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2023-06-14 05:00:00,05:00,2023-06-14 18:00:00,18:00,LIMA,CAÑETE,CERRO AZUL,2078.0,2078.0,0.0,1
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-14 09:30:00,09:30,2023-06-14 12:30:00,12:30,MOQUEGUA,ILO,ILO,4587.0,0.0,0.0,1
EMAPA CAÑETE,EMAPA CAÑETE,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2023-06-14 05:00:00,05:00,2023-06-14 18:30:00,18:30,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,1335.0,1335.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-14 09:45:00,09:45,2023-06-14 16:00:00,16:00,LIMA,LIMA,SURQUILLO,7635.0,13073.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-14 09:30:00,09:30,2023-06-14 11:30:00,11:30,AREQUIPA,AREQUIPA,CERRO COLORADO,145.0,145.0,0.0,1
EPS EMAPAT,EMAPAT,PROGRAMADA,AGUA POTABLE,OTROS,2023-06-22 12:00:00,12:00,2023-06-22 23:00:00,23:00,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,2318.0,2414.0,1.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-14 08:50:00,08:50,2023-06-14 12:50:00,12:50,AREQUIPA,AREQUIPA,MIRAFLORES,986.0,986.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-14 08:30:00,08:30,2023-06-14 16:30:00,16:30,LIMA,LIMA,CHORRILLOS,3913.0,5601.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-13 14:35:00,14:35,2023-06-13 19:40:00,19:40,AYACUCHO,HUAMANGA,AYACUCHO,800.0,0.0,0.0,1
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-14 07:10:00,07:10,2023-06-14 14:30:00,14:30,LIMA,LIMA,LA MOLINA,3682.0,5771.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 11:40:00,11:40,2023-06-13 13:25:00,13:25,AYACUCHO,HUAMANGA,AYACUCHO,50.0,0.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-14 07:00:00,07:00,2023-06-14 17:00:00,17:00,LIMA,LIMA,LURIN,2598.0,3627.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-14 06:30:00,06:30,2023-06-14 16:00:00,16:00,LIMA,LIMA,VILLA EL SALVADOR,690.0,690.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,OTROS,2023-06-14 06:20:00,06:20,2023-06-14 12:00:00,12:00,LIMA,LIMA,RIMAC,3704.0,5144.0,0.0,1
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 23:00:00,23:00,2023-06-14 05:00:00,05:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,4264.0,6367.0,0.0,1
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-21 11:00:00,11:00,2023-06-21 19:00:00,19:00,LIMA,LIMA,CARABAYLLO,4754.0,4813.0,0.0,1
SEDAPAL ,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-06-21 10:00:00,10:00,2023-06-21 21:00:00,21:00,LIMA,LIMA,JESUS MARIA,1125.0,1198.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 20:25:00,20:25,2023-06-14 01:00:00,01:00,LIMA,LIMA,SANTIAGO DE SURCO,2029.0,3036.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 20:45:00,20:45,2023-06-13 23:30:00,23:30,CALLAO,CALLAO,CALLAO,24376.0,34525.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 20:00:00,20:00,2023-06-14 01:00:00,01:00,LIMA,LIMA,COMAS,1459.0,2170.0,0.0,1
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-13 19:00:00,19:00,2023-06-13 23:00:00,23:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1203.0,1818.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-13 15:35:00,15:35,2023-06-13 23:55:00,23:55,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,370.0,451.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,OTROS,2023-06-13 10:25:00,10:25,2023-06-13 14:40:00,14:40,AYACUCHO,HUAMANGA,JESUS NAZARENO,200.0,0.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2023-06-13 15:15:00,15:15,2023-06-13 19:00:00,19:00,LIMA,LIMA,COMAS,5011.0,7780.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 14:30:00,14:30,2023-06-13 20:00:00,20:00,LIMA,LIMA,SANTIAGO DE SURCO,2029.0,3036.0,0.0,1
EMUSAP ABANCAY,EMUSAP ABANCAY,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 15:00:00,15:00,2023-06-13 18:00:00,18:00,APURIMAC,ABANCAY,ABANCAY,2000.0,0.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,OTROS,2023-06-13 14:20:00,14:20,2023-06-13 21:00:00,21:00,CALLAO,CALLAO,CALLAO,1889.0,2628.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-15 06:00:00,06:00,2023-06-15 20:00:00,20:00,AREQUIPA,AREQUIPA,CERRO COLORADO,1404.0,1442.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-14 06:00:00,06:00,2023-06-14 20:00:00,20:00,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,4062.0,4148.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-13 14:00:00,14:00,2023-06-13 20:00:00,20:00,LIMA,LIMA,CHORRILLOS,5447.0,7160.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 13:10:00,13:10,2023-06-13 19:00:00,19:00,LIMA,LIMA,LINCE,3128.0,5168.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2023-06-13 13:40:00,13:40,2023-06-13 16:40:00,16:40,AREQUIPA,AREQUIPA,CERRO COLORADO,1563.0,1563.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 11:35:00,11:35,2023-06-13 14:05:00,14:05,AREQUIPA,AREQUIPA,MARIANO MELGAR,984.0,984.0,0.0,1
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 10:30:00,10:30,2023-06-13 12:30:00,12:30,MOQUEGUA,ILO,ILO,993.0,0.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 10:20:00,10:20,2023-06-13 14:20:00,14:20,AREQUIPA,AREQUIPA,PAUCARPATA,185.0,185.0,0.0,1
EMUSAP ABANCAY,EMUSAP ABANCAY,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 09:30:00,09:30,2023-06-13 12:30:00,12:30,APURIMAC,ABANCAY,ABANCAY,30.0,0.0,0.0,1
EPS SELVA CENTRAL,SELVA CENTRAL,PROGRAMADA,AGUA POTABLE,OTROS,2023-06-15 13:00:00,13:00,2023-06-15 18:00:00,18:00,JUNIN,CHANCHAMAYO,SAN RAMON,2500.0,2500.0,0.0,1
EMUSAP ABANCAY,EMUSAP ABANCAY,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 09:30:00,09:30,2023-06-13 12:30:00,12:30,APURIMAC,ABANCAY,ABANCAY,100.0,0.0,0.0,1
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 09:00:00,09:00,2023-06-13 16:00:00,16:00,LIMA,LIMA,LIMA,11867.0,17102.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-12 16:15:00,16:15,2023-06-12 18:20:00,18:20,AYACUCHO,HUAMANGA,JESUS NAZARENO,65.0,0.0,0.0,1
SEDAPAL ,VES,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-14 08:00:00,08:00,2023-06-14 21:00:00,21:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1202.0,1289.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-13 08:00:00,08:00,2023-06-13 12:00:00,12:00,LIMA,LIMA,PUENTE PIEDRA,1519.0,1971.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-13 07:00:00,07:00,2023-06-13 16:00:00,16:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,920.0,920.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-13 06:30:00,06:30,2023-06-13 16:00:00,16:00,LIMA,LIMA,PUNTA NEGRA,790.0,790.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-28 15:00:00,15:00,2023-06-28 23:00:00,23:00,LIMA,LIMA,LURIGANCHO,2850.0,1120.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-28 08:00:00,08:00,2023-06-28 16:00:00,16:00,LIMA,LIMA,LURIGANCHO,1750.0,985.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-12 20:30:00,20:30,2023-06-13 06:00:00,06:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,20090.0,30058.0,0.0,1
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-12 18:30:00,18:30,2023-06-12 23:55:00,23:55,LIMA,LIMA,LIMA,1973.0,2035.0,0.0,1
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-20 12:00:00,12:00,2023-06-20 20:00:00,20:00,LIMA,LIMA,CARABAYLLO,1528.0,1823.0,0.0,1
SEDAPAL ,CALLAO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-21 12:00:00,12:00,2023-06-21 18:30:00,18:30,CALLAO,CALLAO,VENTANILLA,2614.0,2710.0,0.0,1
SEDAPAL ,CALLAO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-19 12:00:00,12:00,2023-06-19 18:30:00,18:30,CALLAO,CALLAO,VENTANILLA,788.0,809.0,0.0,1
SEDAPAL ,CALLAO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-06-19 10:00:00,10:00,2023-06-19 16:30:00,16:30,CALLAO,CALLAO,CALLAO,376.0,454.0,0.0,1
EPS MARAÑON,EPS MARAÑON,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-06-14 08:00:00,08:00,2023-06-14 11:00:00,11:00,CAJAMARCA,JAEN,,0.0,0.0,0.0,1
SEDAPAL ,SURQUILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-21 05:00:00,05:00,2023-06-21 23:00:00,23:00,LIMA,LIMA,CHORRILLOS,707.0,1272.0,1.0,1
SEDAPAL ,SURQUILLO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-06-20 12:00:00,12:00,2023-06-20 23:00:00,23:00,LIMA,LIMA,SAN ISIDRO,428.0,1284.0,0.0,1
SEDAPAL ,VES,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-14 08:00:00,08:00,2023-06-14 21:00:00,21:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,3570.0,4229.0,0.0,1
SEDAPAL ,SURQUILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-19 05:00:00,05:00,2023-06-19 23:00:00,23:00,LIMA,LIMA,CHORRILLOS,763.0,1373.0,1.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-12 15:30:00,15:30,2023-06-12 22:00:00,22:00,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,32.0,32.0,0.0,1
SEDAPAL ,SURQUILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-19 05:00:00,05:00,2023-06-21 05:00:00,05:00,LIMA,LIMA,CHORRILLOS,2220.0,3996.0,5.0,1
SEDAPAL ,SURQUILLO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-06-22 12:00:00,12:00,2023-06-22 23:00:00,23:00,LIMA,LIMA,SAN ISIDRO,145.0,435.0,0.0,1
EMUSAP ABANCAY,EMUSAP ABANCAY,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-12 15:10:00,15:10,2023-06-12 18:00:00,18:00,APURIMAC,ABANCAY,TAMBURCO,150.0,0.0,0.0,1
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-12 13:00:00,13:00,2023-06-12 16:30:00,16:30,MOQUEGUA,ILO,ILO,861.0,0.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-12 10:45:00,10:45,2023-06-12 20:00:00,20:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,34.0,47.0,0.0,1
